tweet_id,retweet_count,favorite_count
806542213899489280,2364,10246
806242860592926720,11631,0
806219024703037440,1198,6455
805958939288408065,5385,0
805932879469572096,1928,8306
805826884734976000,1824,6581
805823200554876929,8021,0
805520635690676224,1662,5774
805487436403003392,2534,8819
805207613751304193,1725,7860
804738756058218496,3823,13744
804475857670639616,2014,6141
804413760345620481,3248,0
804026241225523202,16150,44543
803773340896923648,2754,10084
803692223237865472,7448,0
803638050916102144,4158,10974
803380650405482500,1880,7787
803321560782307329,5335,0
803276597545603072,2461,10047
802952499103731712,2006,9039
802624713319034886,2922,0
802600418706604034,1474,7122
802572683846291456,2513,8965
802323869084381190,5838,16232
802265048156610565,1379,6774
802239329049477120,2631,9105
802185808107208704,274,0
801958328846974976,1724,7778
801854953262350336,237,1788
801538201127157760,2075,8254
801285448605831168,819,6064
801167903437357056,5928,24522
801127390143516673,3969,0
801115127852503040,2109,8092
800859414831898624,98,691
800855607700029440,1617,0
800751577355128832,2808,10602
800513324630806528,2996,13169
800459316964663297,2183,9542
800443802682937345,4335,0
800388270626521089,2819,11187
800188575492947969,3956,0
800141422401830912,2556,15328
800018252395122689,13196,28447
799774291445383169,4701,0
799757965289017345,2175,8420
799422933579902976,1937,8100
799308762079035393,5482,0
799297110730567681,2770,9907
799063482566066176,2486,8101
798933969379225600,4472,13125
798925684722855936,1444,7539
798705661114773508,6656,0
798701998996647937,7796,0
798697898615730177,6540,0
798694562394996736,4965,0
798686750113755136,2344,0
798682547630837760,4750,0
798673117451325440,5572,0
798665375516884993,3916,0
798644042770751489,1863,0
798628517273620480,1984,0
798585098161549313,5700,0
798576900688019456,5851,0
798340744599797760,3342,0
798209839306514432,2571,10453
797971864723324932,3111,11613
797545162159308800,4886,14595
797236660651966464,6595,20016
797165961484890113,26,226
796904159865868288,8947,0
796865951799083009,1932,7704
796759840936919040,3037,11857
796563435802726400,7272,0
796484825502875648,1763,7592
796387464403357696,4152,11029
796177847564038144,14317,0
796149749086875649,14317,32314
796125600683540480,1811,4982
796116448414461957,2418,9123
796080075804475393,2317,8478
796031486298386433,3728,10825
795464331001561088,23629,49711
795400264262053889,2878,10069
795076730285391872,5452,16241
794983741416415232,3380,0
794926597468000259,2311,10266
794355576146903043,10296,0
794332329137291264,2692,9624
794205286408003585,3328,9254
793962221541933056,4895,16872
793845145112371200,1868,9243
793614319594401792,3140,0
793601777308463104,1626,8004
793500921481273345,2376,10690
793286476301799424,9178,24652
793271401113350145,2399,8716
793256262322548741,8360,20020
793241302385262592,3305,10532
793226087023144960,2892,9857
793210959003287553,2803,8941
793195938047070209,5641,15299
793180763617361921,2006,6955
793165685325201412,2794,9406
793150605191548928,1711,6194
793135492858580992,2504,6423
793120401413079041,3935,12682
792913359805018113,3994,14361
792883833364439040,4282,11319
792773781206999040,1681,7379
792394556390137856,4305,13468
792050063153438720,1802,7170
791821351946420224,21133,0
791784077045166082,9580,0
791780927877898241,3828,0
791774931465953280,22229,45218
791672322847637504,3140,11786
791406955684368384,4119,13173
791312159183634433,2538,8803
791026214425268224,4103,0
790987426131050500,2138,9852
790946055508652032,4704,16674
790723298204217344,2315,0
790698755171364864,1930,8243
790581949425475584,7144,20698
790337589677002753,1885,7841
790277117346975746,3182,12578
790227638568808452,3567,0
789986466051088384,2315,9270
789960241177853952,4129,0
789903600034189313,4145,10373
789628658055020548,1771,7514
789599242079838210,1927,6770
789530877013393408,3380,11747
789314372632018944,2302,8677
789280767834746880,4935,0
789268448748703744,2617,9146
789137962068021249,2792,9741
788908386943430656,12499,27489
788765914992902144,10296,27374
788552643979468800,7178,0
788412144018661376,5265,15571
788178268662984705,2098,7247
788150585577050112,1284,6133
788070120937619456,3433,0
788039637453406209,1313,6132
787810552592695296,3053,8625
787717603741622272,2778,10280
787397959788929025,2850,10896
787322443945877504,1743,7780
787111942498508800,6760,0
786963064373534720,7984,26681
786729988674449408,2424,0
786709082849828864,6124,18228
786664955043049472,2550,10596
786595970293370880,3128,9461
786363235746385920,3500,10904
786286427768250368,2840,7977
786233965241827333,4724,15258
786051337297522688,155,1426
786036967502913536,7005,0
785927819176054784,3183,11391
785872687017132033,1811,6695
785639753186217984,2241,7857
785533386513321988,2000,9119
785515384317313025,1258,6127
785264754247995392,1623,7267
785170936622350336,4830,12026
784826020293709826,3248,10113
784517518371221505,2533,8967
784431430411685888,1270,5712
784183165795655680,8021,20066
784057939640352768,11088,29741
783839966405230592,10756,30012
783821107061198850,1968,7355
783695101801398276,3201,10468
783466772167098368,2238,8451
783391753726550016,5462,16877
783347506784731136,5521,0
783334639985389568,11631,29123
783085703974514689,2197,8151
782969140009107456,7356,24084
782747134529531904,1407,7451
782722598790725632,5385,17239
782598640137187329,1873,7775
782305867769217024,5539,16608
782021823840026624,6183,0
781955203444699136,3361,11104
781661882474196992,2707,10405
781655249211752448,1128,3985
781524693396357120,5544,20718
781308096455073793,2549,7135
781251288990355457,2075,8420
781163403222056960,2745,9785
780931614150983680,7272,21588
780858289093574656,2000,7169
780800785462489090,1298,5474
780601303617732608,3351,12077
780543529827336192,1741,6286
780496263422808064,3670,0
780476555013349377,112,0
780459368902959104,1076,5283
780192070812196864,2230,8692
780092040432480260,2290,0
780074436359819264,4941,12140
779834332596887552,7005,18829
779377524342161408,3102,8768
779124354206535695,18182,0
779056095788752897,4514,14697
778990705243029504,7162,19886
778774459159379968,9831,0
778764940568104960,360,865
778748913645780993,1304,6863
778650543019483137,1491,5746
778624900596654080,1009,4623
778408200802557953,4301,13580
778396591732486144,12143,0
778383385161035776,1099,5804
778286810187399168,3272,10328
778039087836069888,2627,8461
778027034220126208,1600,6518
777953400541634568,3506,0
777885040357281792,1621,6319
777684233540206592,2922,11185
777641927919427584,4207,0
777621514455814149,2493,8693
777189768882946048,4283,14216
776819012571455488,13586,0
776813020089548800,1201,4857
776477788987613185,2756,8784
776249906839351296,9052,0
776218204058357768,15737,29734
776201521193218049,2508,9574
776113305656188928,4335,11697
776088319444877312,151,1830
775898661951791106,16414,0
775842724423557120,2637,11654
775733305207554048,3969,13809
775729183532220416,4566,12936
775364825476165632,2942,7350
775350846108426240,3884,10104
775085132600442880,4701,15470
774757898236878852,1779,8555
774639387460112384,1720,6698
774314403806253056,5482,21640
773985732834758656,3825,10665
773922284943896577,1740,6361
773704687002451968,1615,6565
773670353721753600,1305,5331
773547596996571136,6099,21992
773336787167145985,5027,0
773308824254029826,7425,23175
773247561583001600,3236,9412
773191612633579521,4093,9921
772877495989305348,3837,8510
772826264096874500,2332,7993
772615324260794368,3355,0
772581559778025472,1691,6441
772193107915964416,1379,6005
772152991789019136,1123,3784
772117678702071809,736,3752
772114945936949249,466,2708
772102971039580160,937,3966
771908950375665664,1884,6533
771770456517009408,3342,11926
771500966810099713,2587,8200
771380798096281600,5027,10399
771171053431250945,7383,0
771136648247640064,2896,9089
771102124360998913,1429,6200
771014301343748096,1642,6824
770787852854652928,1192,4902
770772759874076672,1407,5132
770655142660169732,1755,7282
770414278348247044,2082,6294
770293558247038976,1458,6188
770093767776997377,3025,0
770069151037685760,2276,7536
769940425801170949,9461,31078
769695466921623552,1673,6370
769335591808995329,7655,0
769212283578875904,1702,5351
768970937022709760,6443,14233
768909767477751808,2641,0
768855141948723200,877,4156
768609597686943744,1187,4087
768596291618299904,1273,5001
768554158521745409,5782,0
768473857036525572,3386,13528
768193404517830656,3506,10788
767884188863397888,1368,4712
767754930266464257,5335,15873
767500508068192258,2322,7449
767191397493538821,3719,12213
767122157629476866,2828,10098
766864461642756096,5575,0
766793450729734144,1344,5020
766714921925144576,375,2596
766693177336135680,785,3979
766423258543644672,1565,5954
766313316352462849,1873,6730
766078092750233600,2590,0
766069199026450432,845,4190
766008592277377025,493,3708
765719909049503744,2134,7165
765669560888528897,1215,5150
765395769549590528,3353,26420
765371061932261376,2143,7007
765222098633691136,3355,11526
764857477905154048,1762,6399
764259802650378240,1487,5960
763956972077010945,54,754
763837565564780549,4103,12449
763183847194451968,1451,5332
763167063695355904,2967,0
763103485927849985,2273,7300
762699858130116608,3567,12008
762471784394268675,6335,11111
762464539388485633,4129,10185
762316489655476224,1108,4754
762035686371364864,15371,31536
761976711479193600,1987,5347
761750502866649088,3857,0
761745352076779520,854,4231
761672994376806400,28713,48964
761599872357261312,1180,4089
761371037149827077,17857,0
761334018830917632,1436,5140
761292947749015552,1071,4432
761227390836215808,1546,5277
761004547850530816,3433,11198
760893934457552897,960,3776
760656994973933572,1884,6519
760641137271070720,1280,4926
760539183865880579,3571,7484
760521673607086080,1372,4170
760290219849637889,11323,26504
760252756032651264,860,3916
760190180481531904,1775,5637
760153949710192640,30,0
759943073749200896,2049,5878
759923798737051648,5575,14523
759846353224826880,1940,6660
759793422261743616,1882,5881
759557299618865152,1171,4636
759447681597108224,2424,8383
759446261539934208,479,1653
759197388317847553,1918,6005
759159934323924993,1138,0
759099523532779520,4104,14341
759047813560868866,1978,6412
758854675097526272,885,3503
758828659922702336,3788,11092
